VALUE,EVT_NAME,EVT_LF,EVT_PHYS,R,G,B,RED,GREEN,BLUE
9179,North-Central Interior Floodplain Forest,Tree,Riparian,0,92,0,0,0.360784,0
9180,North-Central Interior Freshwater Marsh,Herb,Riparian,91,195,199,0.356863,0.764706,0.780392
9181,North-Central Interior Quartzite Glade,Tree,Conifer-Hardwood,85,187,194,0.333333,0.733333,0.760784
9182,North-Central Interior Shrub Alkaline Fen,Shrub,Riparian,91,195,199,0.356863,0.764706,0.780392
9183,North-Central Interior Shrub Swamp,Shrub,Riparian,91,195,199,0.356863,0.764706,0.780392
9184,Northeastern Erosional Bluff,Sparse,Sparsely Vegetated,100,100,100,0.392157,0.392157,0.392157
9185,Northern Appalachian-Acadian Conifer-Hardwood Acidic Swamp,Tree,Riparian,186,54,14,0.729412,0.211765,0.054902
9186,Northern Appalachian-Acadian Rocky Heath Outcrop Woodland,Tree,Conifer,82,52,34,0.321569,0.203922,0.133333
9187,Northern Atlantic Coastal Plain Basin Peat Swamp,Tree,Riparian,216,216,191,0.847059,0.847059,0.74902
9188,Northern Atlantic Coastal Plain Basin Swamp and Wet Hardwood Forest,Tree,Riparian,216,216,191,0.847059,0.847059,0.74902
9189,Northern Atlantic Coastal Plain Brackish Tidal Marsh,Herb,Riparian,255,153,0,1,0.6,0
9190,Northern Atlantic Coastal Plain Calcareous Ravine,Tree,Hardwood,85,187,194,0.333333,0.733333,0.760784
9191,Northern Atlantic Coastal Plain Fresh and Oligohaline Tidal Marsh,Herb,Riparian,255,153,0,1,0.6,0
9192,Northern Atlantic Coastal Plain Pond,Herb,Riparian,145,255,115,0.568627,1,0.45098
9193,Northern Atlantic Coastal Plain Sandy Beach,Sparse,Sparsely Vegetated,100,100,100,0.392157,0.392157,0.392157
9195,Northern Atlantic Coastal Plain Riparian and Floodplain Forest,Tree,Riparian,0,92,0,0,0.360784,0
9197,Northern Atlantic Coastal Plain Tidal Salt Marsh,Herb,Riparian,255,153,0,1,0.6,0
9198,Northern Atlantic Coastal Plain Tidal Swamp,Tree,Riparian,216,216,191,0.847059,0.847059,0.74902
9202,Northern Great Lakes Coastal Marsh,Herb,Riparian,255,92,38,1,0.360784,0.14902
9203,Northern Great Lakes Interdunal Wetland,Herb,Riparian,255,92,38,1,0.360784,0.14902
9207,Ozark-Ouachita Riparian Forest,Tree,Riparian,0,92,0,0,0.360784,0
9208,Panhandle Florida Limestone Glade,Tree,Conifer-Hardwood,116,214,204,0.454902,0.839216,0.8
9209,Piedmont Seepage Wetland,Tree,Riparian,0,92,0,0,0.360784,0
9210,Piedmont Upland Depression Swamp,Tree,Riparian,145,255,115,0.568627,1,0.45098
9211,Red River Large Floodplain Forest,Tree,Riparian,145,255,115,0.568627,1,0.45098
9213,Sierra Nevada Cliff and Canyon,Sparse,Sparsely Vegetated,100,100,100,0.392157,0.392157,0.392157
9216,South Florida Bayhead Swamp,Tree,Riparian,91,195,199,0.356863,0.764706,0.780392
9218,South Florida Hydric Hammock,Tree,Riparian,91,195,199,0.356863,0.764706,0.780392
9220,South Florida Pond-apple/Popash Slough,Tree,Riparian,145,255,115,0.568627,1,0.45098
9221,South Florida Shell Hash Beach,Sparse,Sparsely Vegetated,100,100,100,0.392157,0.392157,0.392157
9222,South Florida Slough Gator Hole and Willow Head Herbaceous,Herb,Riparian,145,255,115,0.568627,1,0.45098
9223,South-Central Interior Large Floodplain Forest,Tree,Riparian,0,92,0,0,0.360784,0
9224,South-Central Interior Small Stream and Riparian Forest,Tree,Riparian,0,92,0,0,0.360784,0
9226,Southeast Florida Beach,Sparse,Sparsely Vegetated,100,100,100,0.392157,0.392157,0.392157
9227,Southeastern Coastal Plain Cliff,Sparse,Sparsely Vegetated,100,100,100,0.392157,0.392157,0.392157
9228,Southeastern Coastal Plain Interdunal Wetland,Herb,Riparian,255,153,0,1,0.6,0
9229,Southeastern Coastal Plain Natural Lakeshore,Tree,Riparian,91,195,199,0.356863,0.764706,0.780392
9230,Southeastern Great Plains Floodplain Forest and Woodland,Tree,Riparian,0,92,0,0,0.360784,0
9231,Southeastern Great Plains Riparian Forest and Woodland,Tree,Riparian,0,92,0,0,0.360784,0
9232,Southern and Central Appalachian Bog and Fen,Tree,Riparian,0,92,0,0,0.360784,0
9233,Southern and Central Appalachian Mafic Glade and Barrens,Tree,Conifer-Hardwood,0,38,115,0,0.14902,0.45098
9234,Southern Appalachian Granitic Dome,Sparse,Sparsely Vegetated,100,100,100,0.392157,0.392157,0.392157
9237,Southern Appalachian Seepage Wetland,Herb,Riparian,91,195,199,0.356863,0.764706,0.780392
9239,Southern Atlantic Coastal Plain Depression Pondshore,Herb,Riparian,255,153,0,1,0.6,0
9240,Southern Atlantic Coastal Plain Florida Beach,Sparse,Sparsely Vegetated,100,100,100,0.392157,0.392157,0.392157
9241,Southern Atlantic Coastal Plain Fresh and Oligohaline Tidal Marsh,Herb,Riparian,255,153,0,1,0.6,0
9242,Southern Atlantic Coastal Plain Large River Floodplain Forest,Tree,Riparian,145,255,115,0.568627,1,0.45098
9243,Southern Atlantic Coastal Plain Salt and Brackish Tidal Marsh,Herb,Riparian,255,153,0,1,0.6,0
9244,Southern Atlantic Coastal Plain Sea Island Beach,Sparse,Sparsely Vegetated,100,100,100,0.392157,0.392157,0.392157
9245,Southern Atlantic Coastal Plain Tidal Wooded Swamp,Tree,Riparian,216,216,191,0.847059,0.847059,0.74902
9246,Southern California Coast Ranges Cliff and Canyon,Sparse,Sparsely Vegetated,100,100,100,0.392157,0.392157,0.392157
9247,Southern Coastal Plain Blackwater River Floodplain Forest,Tree,Riparian,145,255,115,0.568627,1,0.45098
9248,Southern Coastal Plain Hydric Hammock,Tree,Riparian,216,216,191,0.847059,0.847059,0.74902
9249,Southern Coastal Plain Nonriverine Basin Swamp,Tree,Riparian,216,216,191,0.847059,0.847059,0.74902
9250,Southern Coastal Plain Oak Dome and Hammock,Tree,Riparian,145,255,115,0.568627,1,0.45098
9251,Southern Coastal Plain Sinkhole,Sparse,Sparsely Vegetated,100,100,100,0.392157,0.392157,0.392157
9256,Southern Piedmont Glade and Barrens,Tree,Conifer-Hardwood,0,38,115,0,0.14902,0.45098
9257,Southern Piedmont Granite Flatrock and Outcrop,Sparse,Sparsely Vegetated,100,100,100,0.392157,0.392157,0.392157
9258,Southern Piedmont Large Floodplain Forest,Tree,Riparian,0,92,0,0,0.360784,0
9259,Southern Piedmont Small Floodplain and Riparian Forest,Tree,Riparian,0,92,0,0,0.360784,0
9260,Southern Ridge and Valley Calcareous Glade and Woodland,Tree,Conifer-Hardwood,0,38,115,0,0.14902,0.45098
9261,Southern Ridge and Valley Seepage Fen,Herb,Riparian,91,195,199,0.356863,0.764706,0.780392
9262,Southwest Florida Beach,Sparse,Sparsely Vegetated,100,100,100,0.392157,0.392157,0.392157
9265,Southwestern Great Plains Canyon,Sparse,Sparsely Vegetated,100,100,100,0.392157,0.392157,0.392157
9266,Tamaulipan Closed Depression Wetland Woodland,Tree,Riparian,91,195,199,0.356863,0.764706,0.780392
9268,Tamaulipan Ramadero,Shrub,Riparian,6,53,122,0.023529,0.207843,0.478431
9270,Tamaulipan Saline Thornscrub,Shrub,Shrubland,82,52,34,0.321569,0.203922,0.133333
9272,Temperate Pacific Subalpine-Montane Wet Meadow,Herb,Riparian,255,127,59,1,0.498039,0.231373
9273,Texas Coast Beach,Sparse,Sparsely Vegetated,100,100,100,0.392157,0.392157,0.392157
9274,Texas Coast Fresh and Oligohaline Tidal Marsh,Herb,Riparian,255,153,0,1,0.6,0
9275,Texas Coast Salt and Brackish Tidal Marsh,Herb,Riparian,255,153,0,1,0.6,0
9282,West Gulf Coastal Plain Large River Floodplain Forest,Tree,Riparian,145,255,115,0.568627,1,0.45098
9283,West Gulf Coastal Plain Near-Coast Large River Swamp,Tree,Riparian,216,216,191,0.847059,0.847059,0.74902
9284,West Gulf Coastal Plain Small Stream and River Forest,Tree,Riparian,145,255,115,0.568627,1,0.45098
9288,Northeastern Interior Calcareous Oak Forest,Tree,Hardwood,85,187,194,0.333333,0.733333,0.760784
9289,Madrean Mesic Canyon Forest and Woodland,Tree,Conifer-Hardwood,0,237,0,0,0.929412,0
9290,Southeastern Great Plains Cliff,Sparse,Sparsely Vegetated,100,100,100,0.392157,0.392157,0.392157
9295,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Tree,Conifer-Hardwood,174,245,224,0.682353,0.960784,0.878431
9301,California Ruderal Grassland and Meadow,Herb,Exotic Herbaceous,255,105,46,1,0.411765,0.180392
9302,Californian Ruderal Forest,Tree,Exotic Tree-Shrub,255,59,20,1,0.231373,0.078431
9303,Caribbean & Mesoamerican Lowland Ruderal Shrubland,Shrub,Shrubland,145,255,115,0.568627,1,0.45098
9304,Caribbean Forest Plantation,Tree,Hardwood,0,222,0,0,0.870588,0
9305,Caribbean Ruderal Dry Forest,Tree,Hardwood,0,222,0,0,0.870588,0
9307,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Herb,Exotic Herbaceous,255,105,46,1,0.411765,0.180392
9308,Great Basin & Intermountain Introduced Annual Grassland,Herb,Exotic Herbaceous,255,105,46,1,0.411765,0.180392
9309,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Herb,Exotic Herbaceous,255,105,46,1,0.411765,0.180392
9310,North American Warm Desert Ruderal & Planted Scrub,Shrub,Exotic Tree-Shrub,255,105,46,1,0.411765,0.180392
9311,North Pacific Maritime Coastal Sand Dune Ruderal Scrub,Shrub,Exotic Tree-Shrub,255,105,46,1,0.411765,0.180392
9312,Northeastern North American Temperate Forest Plantation,Tree,Conifer,158,67,14,0.619608,0.262745,0.054902
9314,Northern & Central Native Ruderal Flooded & Swamp Forest,Tree,Riparian,255,105,46,1,0.411765,0.180392
9315,Northern & Central Native Ruderal Forest,Tree,Conifer-Hardwood,255,105,46,1,0.411765,0.180392
9316,Northern & Central Plains Ruderal & Planted Shrubland,Shrub,Exotic Tree-Shrub,255,105,46,1,0.411765,0.180392
9317,Northern & Central Ruderal Shrubland,Shrub,Exotic Tree-Shrub,255,105,46,1,0.411765,0.180392
9318,Northern & Central Ruderal Wet Meadow & Marsh,Herb,Riparian,255,105,46,1,0.411765,0.180392
9319,Southeastern Exotic Ruderal Forest,Tree,Exotic Tree-Shrub,255,105,46,1,0.411765,0.180392
9320,Southeastern Native Ruderal Flooded & Swamp Forest,Tree,Riparian,0,132,168,0,0.517647,0.658824
9321,Southeastern Native Ruderal Forest,Tree,Conifer-Hardwood,255,105,46,1,0.411765,0.180392
9322,Southeastern North American Temperate Forest Plantation,Tree,Conifer,158,67,14,0.619608,0.262745,0.054902
9323,Southeastern Ruderal Shrubland,Shrub,Exotic Tree-Shrub,255,105,46,1,0.411765,0.180392
9324,Southeastern Ruderal Wet Meadow & Marsh,Herb,Riparian,255,105,46,1,0.411765,0.180392
9325,Great Plains Comanchian Ruderal Shrubland,Shrub,Exotic Tree-Shrub,255,105,46,1,0.411765,0.180392
9326,Southern Vancouverian Lowland Ruderal Shrubland,Shrub,Exotic Tree-Shrub,255,105,46,1,0.411765,0.180392
9327,Interior West Ruderal Riparian Forest,Tree,Riparian,255,105,46,1,0.411765,0.180392
9328,Interior Western North American Temperate Ruderal Shrubland,Shrub,Exotic Tree-Shrub,255,105,46,1,0.411765,0.180392
9329,Western North American Ruderal Wet Shrubland,Shrub,Riparian,255,105,46,1,0.411765,0.180392
9332,Southeastern Exotic Ruderal Flooded & Swamp Forest,Tree,Riparian,0,132,168,0,0.517647,0.658824
9336,Great Basin & Intermountain Ruderal Shrubland,Shrub,Exotic Tree-Shrub,255,105,46,1,0.411765,0.180392
9337,California Ruderal Scrub,Shrub,Exotic Tree-Shrub,255,105,46,1,0.411765,0.180392
9340,Caribbean Lowland Ruderal Rainforest,Tree,Hardwood,0,222,0,0,0.870588,0
9341,Caribbean Montane Ruderal Forest,Tree,Hardwood,0,222,0,0,0.870588,0
9343,Hawaiian Montane Ruderal Forest & Woodland,Tree,Hardwood,255,105,46,1,0.411765,0.180392
9344,Hawaiian Ruderal Coastal Salt Marsh,Herb,Riparian,255,105,46,1,0.411765,0.180392
9345,Hawaiian Ruderal Flooded & Swamp Forest,Tree,Riparian,255,105,46,1,0.411765,0.180392
9346,Hawaiian Ruderal Freshwater Wet Meadow & Marsh,Herb,Riparian,255,105,46,1,0.411765,0.180392
9347,Hawaiian Ruderal Mangrove,Tree,Hardwood,0,237,0,0,0.929412,0
9348,Polynesian Ruderal Dry Woodland,Tree,Hardwood,255,105,46,1,0.411765,0.180392
9349,Polynesian Ruderal Lowland Rainforest,Tree,Hardwood,255,105,46,1,0.411765,0.180392
9350,Polynesian Ruderal Lowland Shrubland,Shrub,Shrubland,255,105,46,1,0.411765,0.180392
9351,Polynesian Ruderal Scrub Coastal Strand,Shrub,Shrubland,255,105,46,1,0.411765,0.180392
9352,Polynesian Ruderal Subalpine-Montane Shrubland,Shrub,Shrubland,255,105,46,1,0.411765,0.180392
9353,Tropical Pacific Forest Plantation,Tree,Hardwood,158,67,14,0.619608,0.262745,0.054902
9354,Caribbean Ruderal Freshwater Wet Meadow & Marsh,Herb,Grassland,112,82,57,0.439216,0.321569,0.223529
9355,Tropical Agroforestry Plantation,Tree,Hardwood,0,222,0,0,0.870588,0
9502,Columbia Basin Foothill Riparian Shrubland,Shrub,Riparian,73,171,186,0.286275,0.670588,0.729412
9503,Great Basin Foothill and Lower Montane Riparian Shrubland,Shrub,Riparian,73,171,186,0.286275,0.670588,0.729412
9504,Columbia Basin Foothill Riparian Herbaceous,Herb,Riparian,73,171,186,0.286275,0.670588,0.729412
9505,Great Basin Foothill and Lower Montane Riparian Herbaceous,Herb,Riparian,73,171,186,0.286275,0.670588,0.729412
9512,Northern Rocky Mountain Lower Montane Riparian Shrubland,Shrub,Riparian,73,171,186,0.286275,0.670588,0.729412
9513,Northwestern Great Plains Floodplain Shrubland,Shrub,Riparian,6,53,122,0.023529,0.207843,0.478431
9514,Northwestern Great Plains Floodplain Herbaceous,Herb,Riparian,6,53,122,0.023529,0.207843,0.478431
9515,Northwestern Great Plains Riparian Shrubland,Shrub,Riparian,6,53,122,0.023529,0.207843,0.478431
9516,Northwestern Great Plains Riparian Herbaceous,Herb,Riparian,6,53,122,0.023529,0.207843,0.478431
9519,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Shrub,Riparian,73,171,186,0.286275,0.670588,0.729412
9526,Western Great Plains Floodplain Shrubland,Shrub,Riparian,6,53,122,0.023529,0.207843,0.478431
9527,Western Great Plains Floodplain Herbaceous,Herb,Riparian,6,53,122,0.023529,0.207843,0.478431
9528,Western Great Plains Riparian Shrubland,Shrub,Riparian,6,53,122,0.023529,0.207843,0.478431
9529,Western Great Plains Riparian Herbaceous,Herb,Riparian,6,53,122,0.023529,0.207843,0.478431
9533,North American Warm Desert Riparian Herbaceous,Herb,Riparian,81,180,141,0.317647,0.705882,0.552941
9534,North American Warm Desert Riparian Shrubland,Shrub,Riparian,81,180,141,0.317647,0.705882,0.552941
9535,North American Warm Desert Lower Montane Riparian Shrubland,Shrub,Riparian,81,180,141,0.317647,0.705882,0.552941
9541,Atlantic Coastal Plain Blackwater Stream Floodplain Shrubland,Shrub,Riparian,145,255,115,0.568627,1,0.45098
9542,Atlantic Coastal Plain Blackwater Stream Floodplain Herbaceous,Herb,Riparian,145,255,115,0.568627,1,0.45098
9559,Central Appalachian River Floodplain Shrubland,Shrub,Riparian,0,92,0,0,0.360784,0
9560,Central Appalachian Stream and Riparian Shrubland,Shrub,Riparian,0,92,0,0,0.360784,0
9561,Central Appalachian River Floodplain Herbaceous,Herb,Riparian,0,92,0,0,0.360784,0
9562,Central Appalachian Stream and Riparian Herbaceous,Herb,Riparian,0,92,0,0,0.360784,0
9568,Central Texas Coastal Prairie Riparian Shrubland,Shrub,Riparian,145,255,115,0.568627,1,0.45098
9569,Central Texas Coastal Prairie River Floodplain Shrubland,Shrub,Riparian,145,255,115,0.568627,1,0.45098
9570,Central Texas Coastal Prairie Riparian Herbaceous,Herb,Riparian,145,255,115,0.568627,1,0.45098
9571,Central Texas Coastal Prairie River Floodplain Herbaceous,Herb,Riparian,145,255,115,0.568627,1,0.45098
9582,East Gulf Coastal Plain Large River Floodplain Shrubland,Shrub,Riparian,145,255,115,0.568627,1,0.45098
9583,East Gulf Coastal Plain Large River Floodplain Herbaceous,Herb,Riparian,145,255,115,0.568627,1,0.45098
9585,East Gulf Coastal Plain Small Stream and River Floodplain Shrubland,Shrub,Riparian,145,255,115,0.568627,1,0.45098
9586,East Gulf Coastal Plain Small Stream and River Floodplain Herbaceous,Herb,Riparian,145,255,115,0.568627,1,0.45098
9592,Edwards Plateau Floodplain Terrace Shrubland,Shrub,Riparian,6,53,122,0.023529,0.207843,0.478431
9593,Edwards Plateau Floodplain Terrace Herbaceous,Herb,Riparian,6,53,122,0.023529,0.207843,0.478431
9601,Great Lakes Dune Grassland,Herb,Grassland,255,98,41,1,0.384314,0.160784
9604,Gulf Coast Chenier Plain Fresh and Oligohaline Tidal Marsh Shrubland,Shrub,Riparian,255,153,0,1,0.6,0
9605,Gulf Coast Chenier Plain Salt and Brackish Tidal Marsh Shrubland,Shrub,Riparian,255,153,0,1,0.6,0
9611,Laurentian Acidic Rocky Outcrop Shrubland,Shrub,Shrubland,174,245,224,0.682353,0.960784,0.878431
9616,Laurentian-Acadian Calcareous Rocky Outcrop Shrubland,Shrub,Shrubland,216,216,191,0.847059,0.847059,0.74902
9617,Laurentian-Acadian Floodplain Shrubland,Shrub,Riparian,50,137,168,0.196078,0.537255,0.658824
9620,Laurentian-Acadian Shrub Swamp,Shrub,Riparian,255,92,38,1,0.360784,0.14902
9629,Mediterranean California Foothill and Lower Montane Riparian Shrubland,Shrub,Riparian,81,180,141,0.317647,0.705882,0.552941
9633,Mediterranean California Serpentine Foothill and Lower Montane Riparian Shrubland and Seep,Shrub,Riparian,81,180,141,0.317647,0.705882,0.552941
9639,Mississippi River High Floodplain (Bottomland) Shrubland,Shrub,Riparian,100,204,206,0.392157,0.8,0.807843
9640,Mississippi River Low Floodplain (Bottomland) Shrubland,Shrub,Riparian,120,200,120,0.470588,0.784314,0.470588
9641,Mississippi River High Floodplain (Bottomland) Herbaceous,Herb,Riparian,100,204,206,0.392157,0.8,0.807843
9642,Mississippi River Low Floodplain (Bottomland) Herbaceous,Herb,Riparian,120,200,120,0.470588,0.784314,0.470588
9652,North American Warm Desert Riparian Mesquite Bosque Shrubland,Shrub,Riparian,81,180,141,0.317647,0.705882,0.552941
9654,North American Warm Desert Wash Shrubland,Shrub,Riparian,81,180,141,0.317647,0.705882,0.552941
9667,North Pacific Hypermaritime Shrub Headland,Shrub,Shrubland,201,116,30,0.788235,0.454902,0.117647
9677,North-Central Interior and Appalachian Acidic Peatland Shrubland,Shrub,Riparian,0,92,0,0,0.360784,0
9679,North-Central Interior Floodplain Shrubland,Shrub,Riparian,0,92,0,0,0.360784,0
9682,North-Central Interior Graminoid Alkaline Fen,Herb,Riparian,91,195,199,0.356863,0.764706,0.780392
9683,North-Central Interior Wet Meadow,Herb,Riparian,91,195,199,0.356863,0.764706,0.780392
9686,Northern Appalachian-Acadian Rocky Heath Outcrop Shrubland,Shrub,Shrubland,82,52,34,0.321569,0.203922,0.133333
9695,Northern Atlantic Coastal Plain Riparian and Floodplain Shrubland,Shrub,Riparian,0,92,0,0,0.360784,0
9696,Northern Atlantic Coastal Plain Riparian and Floodplain Herbaceous,Herb,Riparian,0,92,0,0,0.360784,0
9707,Ozark-Ouachita Riparian Shrubland,Shrub,Riparian,0,92,0,0,0.360784,0
9708,Ozark-Ouachita Riparian Herbaceous,Herb,Riparian,0,92,0,0,0.360784,0
9722,South Florida Slough Gator Hole and Willow Head Woodland,Tree,Riparian,145,255,115,0.568627,1,0.45098
9723,South-Central Interior Large Floodplain Shrubland,Shrub,Riparian,0,92,0,0,0.360784,0
9724,South-Central Interior Small Stream and Riparian Shrubland,Shrub,Riparian,0,92,0,0,0.360784,0
9725,South-Central Interior Large Floodplain Herbaceous,Herb,Riparian,0,92,0,0,0.360784,0
9726,South-Central Interior Small Stream and Riparian Herbaceous,Herb,Riparian,0,92,0,0,0.360784,0
9730,Southeastern Great Plains Floodplain Shrubland,Shrub,Riparian,0,92,0,0,0.360784,0
9731,Southeastern Great Plains Riparian Shrubland,Shrub,Riparian,0,92,0,0,0.360784,0
9732,Southeastern Great Plains Floodplain Herbaceous,Herb,Riparian,0,92,0,0,0.360784,0
9733,Southeastern Great Plains Riparian Herbaceous,Herb,Riparian,0,92,0,0,0.360784,0
9742,Southern Atlantic Coastal Plain Large River Floodplain Shrubland,Shrub,Riparian,145,255,115,0.568627,1,0.45098
9743,Southern Atlantic Coastal Plain Large River Floodplain Herbaceous,Herb,Riparian,145,255,115,0.568627,1,0.45098
9758,Southern Piedmont Large Floodplain Shrubland,Shrub,Riparian,0,92,0,0,0.360784,0
9759,Southern Piedmont Small Floodplain and Riparian Shrubland,Shrub,Riparian,0,92,0,0,0.360784,0
9760,Southern Piedmont Large Floodplain Herbaceous,Herb,Riparian,0,92,0,0,0.360784,0
9761,Southern Piedmont Small Floodplain and Riparian Herbaceous,Herb,Riparian,0,92,0,0,0.360784,0
9766,Tamaulipan Closed Depression Wetland Shrubland,Shrub,Riparian,91,195,199,0.356863,0.764706,0.780392
9774,Texas Coast Fresh and Oligohaline Tidal Marsh Shrubland,Shrub,Riparian,255,153,0,1,0.6,0
9775,Texas Coast Salt and Brackish Tidal Marsh Shrubland,Shrub,Riparian,255,153,0,1,0.6,0
9782,West Gulf Coastal Plain Large River Floodplain Shrubland,Shrub,Riparian,145,255,115,0.568627,1,0.45098
9783,West Gulf Coastal Plain Large River Floodplain Herbaceous,Herb,Riparian,145,255,115,0.568627,1,0.45098
9784,West Gulf Coastal Plain Small Stream and River Shrubland,Shrub,Riparian,145,255,115,0.568627,1,0.45098
9785,West Gulf Coastal Plain Small Stream and River Herbaceous,Herb,Riparian,145,255,115,0.568627,1,0.45098
9803,Caribbean & Mesoamerican Lowland Ruderal Grassland,Herb,Grassland,116,214,204,0.454902,0.839216,0.8
9810,North American Warm Desert Ruderal & Planted Grassland,Herb,Exotic Herbaceous,255,105,46,1,0.411765,0.180392
9811,North Pacific Maritime Coastal Sand Dune Ruderal Herb Vegetation,Herb,Exotic Herbaceous,255,105,46,1,0.411765,0.180392
9816,Northern & Central Plains Ruderal & Planted Grassland,Herb,Exotic Herbaceous,255,105,46,1,0.411765,0.180392
9817,Northern & Central Ruderal Meadow,Herb,Exotic Herbaceous,255,105,46,1,0.411765,0.180392
9823,Southeastern Ruderal Grassland,Herb,Exotic Herbaceous,255,105,46,1,0.411765,0.180392
9825,Great Plains Comanchian Ruderal Grassland,Herb,Exotic Herbaceous,255,105,46,1,0.411765,0.180392
9826,Southern Vancouverian Lowland Ruderal Grassland,Herb,Exotic Herbaceous,255,105,46,1,0.411765,0.180392
9827,Interior West Ruderal Riparian Scrub,Shrub,Riparian,255,105,46,1,0.411765,0.180392
9828,Interior Western North American Temperate Ruderal Grassland,Herb,Exotic Herbaceous,255,105,46,1,0.411765,0.180392
9829,Western North American Ruderal Wet Meadow & Marsh,Herb,Riparian,255,105,46,1,0.411765,0.180392
9993,West Gulf Coastal Plain Flatwoods Pond,Herb,Riparian,255,153,0,1,0.6,0
9994,West Gulf Coastal Plain Herbaceous Seep and Bog,Herb,Riparian,255,153,0,1,0.6,0
